CustomerID,LastPurchaseDate,Frequency,Monetary,Recency,R_score,F_score,M_score,RFM_Score,Segment
13815.0,7/14/2011 11:00,5,4014.91,149,2,4,5,245,Others
13816.0,11/16/2011 8:38,4,555.04,24,5,4,3,543,Others
13817.0,12/23/2010 11:46,2,382.98,352,1,2,2,122,Lost Customers
13819.0,2/3/2011 14:01,3,1140.35,309,1,3,4,134,Lost Customers
13821.0,7/18/2011 9:49,2,385.64,145,2,2,2,222,Others
13822.0,12/4/2011 12:13,2,632.0,6,5,2,3,523,Others
13823.0,9/9/2011 10:42,2,957.66,92,4,2,4,424,Others
13824.0,7/27/2011 9:22,5,1698.94,136,3,4,4,344,Others
13826.0,7/4/2011 16:27,2,174.65,158,2,2,1,221,Others
13827.0,7/29/2011 11:45,3,412.05,134,3,3,2,332,Others
13828.0,11/17/2011 16:02,1,209.49,22,5,1,1,511,Others
13829.0,12/15/2010 16:36,1,-102.0,359,1,1,1,111,Lost Customers
13831.0,9/13/2011 9:07,6,2202.99,88,4,4,5,445,Others
13832.0,11/22/2011 12:31,2,40.949999999999996,17,5,2,1,521,Others
13833.0,7/3/2011 13:27,1,384.8,159,2,1,2,212,Others
13835.0,7/7/2011 15:16,4,834.57,155,2,4,3,243,Others
13837.0,5/12/2011 12:10,2,271.24,212,2,2,2,222,Others
13838.0,8/14/2011 10:52,4,691.73,118,3,4,3,343,Others
13841.0,4/1/2011 12:10,1,85.0,253,1,1,1,111,Lost Customers
13842.0,9/28/2011 14:56,9,3385.62,72,5,5,5,555,VIPs
13844.0,11/28/2011 13:21,1,361.62,11,5,1,2,512,Others
13845.0,10/6/2011 8:25,1,312.98,65,5,1,2,512,Others
13846.0,4/8/2011 12:09,4,847.61,246,1,4,3,143,Lost Customers
13848.0,9/8/2011 12:58,3,1255.0,92,4,3,4,434,Others
13849.0,6/22/2011 10:11,2,1537.95,171,2,2,4,224,Others
13850.0,9/12/2011 18:00,2,1586.81,88,4,2,4,424,Others
13851.0,9/5/2011 12:36,3,2651.46,95,3,3,5,335,Others
13853.0,12/1/2011 8:12,2,1056.94,9,5,2,4,524,Others
13854.0,9/8/2011 14:35,29,8025.0199999999995,92,4,5,5,455,Loyalists
13856.0,6/9/2011 8:45,5,363.4,184,2,4,2,242,Others
13858.0,10/13/2011 16:17,1,216.17,57,5,1,1,511,Others
13859.0,1/17/2011 16:14,1,201.16,326,1,1,1,111,Lost Customers
13860.0,9/19/2011 16:37,6,1240.0,81,4,4,4,444,Others
13862.0,9/28/2011 9:15,10,2187.31,73,4,5,5,455,Loyalists
13863.0,4/8/2011 17:03,2,299.56,245,1,2,2,122,Lost Customers
13865.0,7/26/2011 11:24,4,501.56,137,2,4,3,243,Others
13866.0,9/26/2011 14:54,1,145.67000000000002,74,4,1,1,411,Others
13867.0,9/26/2011 12:23,3,1015.29,74,4,3,4,434,Others
13868.0,12/2/2011 16:32,2,3192.54,7,5,2,5,525,Others
13869.0,8/8/2011 13:53,4,3104.95,123,3,4,5,345,Others
13870.0,8/30/2011 11:32,10,2751.25,102,3,5,5,355,Loyalists
13871.0,9/8/2011 12:51,14,6389.8,92,4,5,5,455,Loyalists
13873.0,8/12/2011 10:08,4,381.7,120,3,4,2,342,Others
13874.0,12/16/2010 18:20,1,540.45,358,1,1,3,113,Lost Customers
13875.0,7/29/2011 9:11,5,1786.79,134,3,4,4,344,Others
13876.0,10/7/2011 10:22,1,122.7,64,5,1,1,511,Others
13877.0,9/14/2011 15:49,1,117.24,86,4,1,1,411,Others
13878.0,10/16/2011 12:19,1,1281.53,54,5,1,4,514,Others
13880.0,9/13/2011 9:49,13,3219.77,88,4,5,5,455,Loyalists
13881.0,9/5/2011 11:43,22,16989.52,96,3,5,5,355,Loyalists
13882.0,12/7/2011 11:16,6,1131.28,3,5,4,4,544,Others
13883.0,5/5/2011 12:39,9,2538.75,218,2,5,5,255,Loyalists
13884.0,9/11/2011 13:58,6,781.3000000000001,89,4,4,3,443,Others
13885.0,6/3/2011 15:07,2,506.8,189,2,2,3,223,Others
13886.0,9/29/2011 13:17,1,243.56,71,5,1,2,512,Others
13887.0,5/19/2011 17:22,1,349.55,204,2,1,2,212,Others
13888.0,8/12/2011 10:13,2,605.63,120,3,2,3,323,Others
13889.0,9/8/2011 9:13,1,416.90000000000003,93,3,1,2,312,Others
13890.0,8/24/2011 13:12,14,1860.8600000000001,107,3,5,4,354,Loyalists
13892.0,4/7/2011 12:04,4,632.97,247,1,4,3,143,Lost Customers
13893.0,2/15/2011 11:30,1,821.1,298,1,1,3,113,Lost Customers
13894.0,2/2/2011 12:54,5,535.97,310,1,4,3,143,Lost Customers
13895.0,7/19/2011 14:03,5,2588.12,143,2,4,5,245,Others
13897.0,10/20/2011 14:30,1,311.16,50,5,1,2,512,Others
13898.0,1/18/2011 10:28,1,155.93,326,1,1,1,111,Lost Customers
13899.0,3/10/2011 9:30,2,388.52,275,1,2,2,122,Lost Customers
13900.0,6/9/2011 19:26,3,740.95,183,2,3,3,233,Others
13901.0,9/28/2011 14:48,5,2867.2000000000003,72,5,4,5,545,Others
13904.0,2/18/2011 11:18,2,332.64,295,1,2,2,122,Lost Customers
13908.0,9/21/2011 11:49,5,2347.05,80,4,4,5,445,Others
13911.0,7/18/2011 13:30,9,2580.91,144,2,5,5,255,Loyalists
13914.0,12/6/2011 10:54,3,613.95,4,5,3,3,533,Others
13917.0,6/1/2011 12:46,2,272.04,191,2,2,2,222,Others
13918.0,3/31/2011 18:05,2,1212.8400000000001,253,1,2,4,124,Lost Customers
13919.0,8/10/2011 10:15,3,350.15999999999997,122,3,3,2,332,Others
13922.0,12/23/2010 10:38,1,172.25,352,1,1,1,111,Lost Customers
13923.0,10/17/2011 12:33,1,351.13,53,5,1,2,512,Others
13924.0,9/28/2011 15:07,11,1682.08,72,5,5,4,554,Loyalists
13925.0,9/8/2011 12:47,6,616.65,92,4,4,3,443,Others
13926.0,11/16/2011 13:16,1,223.85000000000002,23,5,1,1,511,Others
13927.0,9/26/2011 12:00,1,348.99,75,4,1,2,412,Others
13928.0,8/25/2011 12:13,4,464.57,107,3,4,2,342,Others
13929.0,6/23/2011 15:26,3,802.85,169,2,3,3,233,Others
13930.0,7/26/2011 11:00,2,337.34,137,2,2,2,222,Others
13931.0,9/5/2011 10:12,3,1230.93,96,3,3,4,334,Others
13932.0,2/18/2011 12:02,1,307.4,295,1,1,2,112,Lost Customers
13933.0,8/22/2011 14:03,2,608.7900000000001,109,3,2,3,323,Others
13934.0,3/21/2011 8:39,1,922.1,264,1,1,4,114,Lost Customers
13936.0,6/21/2011 17:44,2,361.28,171,2,2,2,222,Others
13937.0,6/23/2011 16:35,1,158.85,169,2,1,1,211,Others
13938.0,11/4/2011 14:37,1,71.66,35,5,1,1,511,Others
13939.0,8/23/2011 11:53,4,556.75,109,3,4,3,343,Others
13940.0,8/15/2011 12:47,4,839.14,116,3,4,3,343,Others
13941.0,9/11/2011 12:00,7,4912.41,90,4,5,5,455,Loyalists
13946.0,9/21/2011 13:33,3,561.5699999999999,79,4,3,3,433,Others
13947.0,10/5/2011 14:42,1,90.6,65,5,1,1,511,Others
13948.0,12/14/2010 10:18,1,102.0,361,1,1,1,111,Lost Customers
13949.0,9/6/2011 11:55,6,2427.32,95,3,4,5,345,Others
13950.0,9/27/2011 14:52,5,728.56,73,4,4,3,443,Others
13951.0,6/16/2011 16:43,3,674.45,176,2,3,3,233,Others
13952.0,5/6/2011 9:00,3,3246.091,218,2,3,5,235,Others
13953.0,8/16/2011 10:03,7,3515.68,116,3,5,5,355,Loyalists
13954.0,9/30/2011 10:52,3,378.59,71,5,3,2,532,Others
13955.0,7/8/2011 17:19,2,322.96,154,2,2,2,222,Others
13956.0,7/24/2011 16:12,5,1026.42,138,2,4,4,244,Others
13958.0,12/2/2010 17:03,1,-102.45,372,1,1,1,111,Lost Customers
13959.0,9/21/2011 15:06,3,598.2,79,4,3,3,433,Others
13960.0,9/29/2011 12:39,2,230.22,71,5,2,1,521,Others
13962.0,4/8/2011 11:21,2,169.55,246,1,2,1,121,Lost Customers
13963.0,2/4/2011 14:43,4,664.54,308,1,4,3,143,Lost Customers
13967.0,7/17/2011 12:02,1,80.7,146,2,1,1,211,Others
13969.0,8/4/2011 16:31,20,8986.69,127,3,5,5,355,Loyalists
13971.0,8/25/2011 14:23,11,2702.2200000000003,106,3,5,5,355,Loyalists
13972.0,9/30/2011 11:54,2,190.25,71,5,2,1,521,Others
13973.0,2/25/2011 15:21,1,264.7,287,1,1,2,112,Lost Customers
13974.0,10/21/2011 14:41,1,413.59000000000003,49,5,1,2,512,Others
13975.0,8/3/2011 13:39,7,2503.23,128,3,5,5,355,Loyalists
13976.0,5/17/2011 9:13,1,357.98,207,2,1,2,212,Others
13978.0,11/25/2011 11:36,2,196.79000000000002,15,5,2,1,521,Others
13979.0,9/27/2011 13:32,1,869.87,73,4,1,3,413,Others
13980.0,10/10/2011 13:34,1,200.14,60,5,1,1,511,Others
13982.0,6/29/2011 15:14,5,1861.11,163,2,4,4,244,Others
13983.0,9/12/2011 11:41,13,2590.46,89,4,5,5,455,Loyalists
13984.0,8/5/2011 14:30,6,488.03,126,3,4,3,343,Others
13985.0,9/29/2011 8:53,16,7024.53,72,5,5,5,555,VIPs
13986.0,11/22/2011 15:00,1,320.46,17,5,1,2,512,Others
13988.0,9/28/2011 10:54,9,4098.8,73,4,5,5,455,Loyalists
13989.0,4/14/2011 15:39,2,1266.08,239,1,2,4,124,Lost Customers
13990.0,5/10/2011 15:19,1,311.3,213,2,1,2,212,Others
13991.0,9/25/2011 13:47,7,850.63,75,4,5,3,453,Loyalists
13992.0,11/9/2011 15:23,1,76.8,30,5,1,1,511,Others
13993.0,9/16/2011 8:51,12,3409.66,85,4,5,5,455,Loyalists
13994.0,9/23/2011 10:17,6,2313.14,78,4,4,5,445,Others
13995.0,8/16/2011 9:00,6,1383.49,116,3,4,4,344,Others
13999.0,9/7/2011 10:17,15,3865.26,94,3,5,5,355,Loyalists
14000.0,5/17/2011 13:44,2,633.71,206,2,2,3,223,Others
14001.0,6/21/2011 17:37,4,2030.33,171,2,4,5,245,Others
14002.0,7/6/2011 14:59,2,529.73,156,2,2,3,223,Others
14004.0,9/22/2011 12:42,7,4582.64,78,4,5,5,455,Loyalists
14005.0,9/25/2011 11:29,5,2874.72,76,4,4,5,445,Others
14006.0,8/16/2011 9:39,3,962.19,116,3,3,4,334,Others
14009.0,5/25/2011 15:47,3,685.9300000000001,198,2,3,3,233,Others
14012.0,3/7/2011 12:26,1,328.8,277,1,1,2,112,Lost Customers
14013.0,8/21/2011 15:01,3,473.02,110,3,3,3,333,Others
14014.0,9/23/2011 13:18,1,505.18,77,4,1,3,413,Others
14015.0,10/18/2011 10:02,1,917.34,53,5,1,4,514,Others
14016.0,7/8/2011 14:27,5,4328.46,154,2,4,5,245,Others
14019.0,9/2/2011 12:51,4,1398.96,98,3,4,4,344,Others
14020.0,9/12/2011 15:32,2,642.8,88,4,2,3,423,Others
14021.0,7/7/2011 15:46,3,631.9,155,2,3,3,233,Others
14022.0,4/28/2011 14:39,1,440.0,225,1,1,2,112,Lost Customers
14023.0,4/3/2011 15:50,2,584.07,250,1,2,3,123,Lost Customers
14024.0,8/7/2011 13:31,2,327.7,124,3,2,2,322,Others
14027.0,10/10/2011 9:01,1,104.82,61,5,1,1,511,Others
14029.0,7/18/2011 16:57,2,467.66,144,2,2,3,223,Others
14030.0,9/11/2011 15:52,8,2360.09,89,4,5,5,455,Loyalists
14031.0,9/26/2011 17:20,23,14634.64,74,4,5,5,455,Loyalists
14032.0,9/13/2011 14:51,18,2929.84,87,4,5,5,455,Loyalists
14034.0,7/5/2011 13:15,4,512.02,157,2,4,3,243,Others
14035.0,8/24/2011 13:15,5,1428.02,107,3,4,4,344,Others
14036.0,2/28/2011 9:26,1,626.65,285,1,1,3,113,Lost Customers
14037.0,6/16/2011 13:57,2,147.20000000000002,176,2,2,1,221,Others
14038.0,9/22/2011 13:37,4,1554.48,78,4,4,4,444,Others
14039.0,11/6/2011 13:48,1,152.2,33,5,1,1,511,Others
14040.0,9/6/2011 14:29,15,3542.19,94,3,5,5,355,Loyalists
14041.0,3/18/2011 13:25,1,141.41,266,1,1,1,111,Lost Customers
14044.0,8/28/2011 14:39,4,652.82,103,3,4,3,343,Others
14045.0,8/22/2011 15:27,4,1659.75,109,3,4,4,344,Others
14046.0,2/28/2011 14:48,1,154.99,284,1,1,1,111,Lost Customers
14047.0,9/27/2011 14:08,7,1290.01,73,4,5,4,454,Loyalists
14048.0,3/7/2011 13:49,2,375.13,277,1,2,2,122,Lost Customers
14049.0,7/4/2011 11:47,6,5639.15,159,2,4,5,245,Others
14050.0,8/25/2011 13:46,2,746.36,106,3,2,3,323,Others
14051.0,9/9/2011 10:16,26,15477.34,92,4,5,5,455,Loyalists
14052.0,11/20/2011 12:30,1,225.36,19,5,1,1,511,Others
14053.0,8/7/2011 14:27,2,260.25,124,3,2,2,322,Others
14054.0,10/5/2011 15:49,1,92.46,65,5,1,1,511,Others
14055.0,8/25/2011 15:04,1,725.6400000000001,106,3,1,3,313,Others
14056.0,9/16/2011 16:25,29,8124.4,84,4,5,5,455,Loyalists
14057.0,9/11/2011 14:58,18,6147.4,89,4,5,5,455,Loyalists
14059.0,3/18/2011 10:06,1,183.6,267,1,1,1,111,Lost Customers
14060.0,9/21/2011 13:01,20,6135.38,79,4,5,5,455,Loyalists
14062.0,9/9/2011 10:31,12,10464.85,92,4,5,5,455,Loyalists
14064.0,8/18/2011 18:11,7,1188.32,113,3,5,4,354,Loyalists
14066.0,3/18/2011 12:21,1,152.55,266,1,1,1,111,Lost Customers
14067.0,9/4/2011 12:00,2,374.7,97,3,2,2,322,Others
14068.0,1/23/2011 16:02,1,265.85,320,1,1,2,112,Lost Customers
14071.0,4/12/2011 11:58,9,1307.41,242,1,5,4,154,Lost Customers
14073.0,11/7/2011 15:49,2,139.54,32,5,2,1,521,Others
14075.0,3/23/2011 16:35,3,942.26,261,1,3,4,134,Lost Customers
14076.0,8/2/2011 15:19,1,122.47,129,3,1,1,311,Others
14077.0,9/22/2011 13:44,5,499.42,78,4,4,3,443,Others
14078.0,8/30/2011 12:16,6,1049.37,102,3,4,4,344,Others
14079.0,8/7/2011 12:10,1,375.09999999999997,125,3,1,2,312,Others
14080.0,11/7/2011 11:09,1,45.599999999999994,33,5,1,1,511,Others
14081.0,3/17/2011 14:24,4,904.67,267,1,4,3,143,Lost Customers
14082.0,12/10/2010 11:02,1,182.25,365,1,1,1,111,Lost Customers
14083.0,8/5/2011 14:31,9,1018.43,126,3,5,4,354,Loyalists
14085.0,7/21/2011 13:48,19,4435.79,141,2,5,5,255,Loyalists
14087.0,12/7/2011 12:41,2,181.67,2,5,2,1,521,Others
14088.0,8/3/2011 11:21,14,50415.49,129,3,5,5,355,Loyalists
14089.0,10/14/2011 10:38,1,161.0,57,5,1,1,511,Others
14090.0,1/19/2011 10:51,1,76.32000000000001,325,1,1,1,111,Lost Customers
14092.0,9/1/2011 10:36,17,4063.1,100,3,5,5,355,Loyalists
14093.0,11/27/2011 16:27,1,442.85,12,5,1,2,512,Others
14096.0,9/9/2011 15:17,34,57120.909999999996,91,4,5,5,455,Loyalists
14098.0,11/3/2011 10:13,1,147.35,37,5,1,1,511,Others
14099.0,8/11/2011 15:34,12,3092.9700000000003,120,3,5,5,355,Loyalists
14100.0,7/25/2011 11:01,1,194.9,138,2,1,1,211,Others
14101.0,9/27/2011 12:28,6,5976.79,73,4,4,5,445,Others
14102.0,12/4/2011 15:38,8,1314.73,5,5,5,4,554,Loyalists
14104.0,7/8/2011 12:50,2,216.21,154,2,2,1,221,Others
14105.0,9/15/2011 16:13,2,1260.33,85,4,2,4,424,Others
14107.0,9/4/2011 15:20,8,2688.48,96,3,5,5,355,Loyalists
14108.0,9/9/2011 12:38,3,594.16,91,4,3,3,433,Others
14109.0,9/28/2011 10:18,2,80.2,73,4,2,1,421,Others
14110.0,9/14/2011 14:28,13,5669.650000000001,86,4,5,5,455,Loyalists
14111.0,9/5/2011 12:21,5,688.6,95,3,4,3,343,Others
14112.0,8/9/2011 14:20,12,2774.17,122,3,5,5,355,Loyalists
14113.0,9/22/2011 16:46,8,1377.92,78,4,5,4,454,Loyalists
14114.0,3/11/2011 9:42,2,386.53,274,1,2,2,122,Lost Customers
14116.0,9/8/2011 9:51,5,1382.74,93,3,4,4,344,Others
14117.0,7/19/2011 9:49,1,90.0,144,2,1,1,211,Others
14119.0,12/20/2010 13:58,1,-19.9,354,1,1,1,111,Lost Customers
14121.0,12/6/2011 12:19,6,2740.3,3,5,4,5,545,Others
14124.0,9/16/2011 13:32,1,419.58,84,4,1,2,412,Others
14125.0,9/22/2011 15:40,3,2740.43,78,4,3,5,435,Others
14126.0,12/2/2011 11:45,4,643.63,8,5,4,3,543,Others
14127.0,8/9/2011 10:49,3,709.71,123,3,3,3,333,Others
14128.0,3/29/2011 10:49,2,637.5,256,1,2,3,123,Lost Customers
14129.0,9/5/2011 9:49,5,1123.8600000000001,96,3,4,4,344,Others
14130.0,1/24/2011 16:05,1,483.86,319,1,1,3,113,Lost Customers
14132.0,9/13/2011 14:30,12,3580.13,87,4,5,5,455,Loyalists
14133.0,8/2/2011 11:34,5,590.3399999999999,130,3,4,3,343,Others
14135.0,9/25/2011 11:36,15,4690.31,76,4,5,5,455,Loyalists
14138.0,12/8/2011 12:44,2,982.3800000000001,1,5,2,4,524,Others
14139.0,10/24/2011 13:34,1,415.82,46,5,1,2,512,Others
14140.0,12/6/2011 9:05,3,920.05,4,5,3,4,534,Others
14141.0,9/27/2011 11:38,6,879.0300000000001,74,4,4,3,443,Others
14142.0,12/1/2010 16:33,1,311.81,373,1,1,2,112,Lost Customers
14143.0,7/29/2011 9:48,1,115.8,134,3,1,1,311,Others
14145.0,7/6/2011 11:52,5,3148.2,157,2,4,5,245,Others
14146.0,9/19/2011 15:01,6,2949.57,81,4,4,5,445,Others
14147.0,9/22/2011 18:10,3,468.4,78,4,3,3,433,Others
14148.0,4/20/2011 12:02,1,157.2,234,1,1,1,111,Lost Customers
14149.0,5/5/2011 11:22,3,259.43,219,1,3,2,132,Lost Customers
14150.0,12/15/2010 10:04,2,658.64,360,1,2,3,123,Lost Customers
14152.0,9/25/2011 12:54,3,611.09,75,4,3,3,433,Others
14154.0,4/14/2011 16:26,2,1345.62,239,1,2,4,124,Lost Customers
14155.0,3/18/2011 14:13,1,118.75,266,1,1,1,111,Lost Customers
14156.0,9/7/2011 16:00,66,113384.14,93,3,5,5,355,Loyalists
14157.0,2/27/2011 15:07,3,400.43,285,1,3,2,132,Lost Customers
14158.0,10/30/2011 15:08,1,507.66,40,5,1,3,513,Others
14159.0,9/5/2011 12:00,14,4678.3,96,3,5,5,355,Loyalists
14161.0,5/8/2011 11:41,3,1110.52,216,2,3,4,234,Others
14162.0,6/19/2011 11:36,2,289.36,174,2,2,2,222,Others
14163.0,9/13/2011 15:18,4,2445.91,87,4,4,5,445,Others
14164.0,9/30/2011 12:24,2,1631.77,70,5,2,4,524,Others
14165.0,3/9/2011 12:39,1,122.53999999999999,275,1,1,1,111,Lost Customers
14167.0,6/27/2011 16:46,4,574.84,165,2,4,3,243,Others
14171.0,9/2/2011 16:43,1,363.79,98,3,1,2,312,Others
14173.0,5/4/2011 14:03,4,450.84000000000003,219,1,4,2,142,Lost Customers
14174.0,11/6/2011 13:17,1,134.46,33,5,1,1,511,Others
14175.0,8/16/2011 15:59,7,3108.06,115,3,5,5,355,Loyalists
14176.0,2/15/2011 13:12,5,574.0,297,1,4,3,143,Lost Customers
14177.0,9/5/2011 12:24,5,554.46,95,3,4,3,343,Others
14178.0,9/2/2011 14:42,7,1620.93,98,3,5,4,354,Loyalists
14179.0,10/30/2011 12:07,2,719.78,41,5,2,3,523,Others
14180.0,9/9/2011 13:47,31,4640.77,91,4,5,5,455,Loyalists
14184.0,10/4/2011 12:43,1,452.89,66,5,1,2,512,Others
14185.0,1/12/2011 13:52,1,197.65,331,1,1,1,111,Lost Customers
14188.0,9/29/2011 12:15,10,2018.91,72,5,5,5,555,VIPs
14189.0,9/4/2011 13:45,24,4604.31,96,3,5,5,355,Loyalists
14191.0,9/20/2011 9:24,14,4660.01,81,4,5,5,455,Loyalists
14193.0,3/15/2011 11:38,2,853.39,270,1,2,3,123,Lost Customers
14194.0,9/9/2011 11:59,32,11216.75,92,4,5,5,455,Loyalists
14195.0,5/22/2011 10:29,3,962.7,202,2,3,4,234,Others
14196.0,8/25/2011 10:25,1,335.52,107,3,1,2,312,Others
14198.0,9/21/2011 9:54,7,663.5,80,4,5,3,453,Loyalists
14199.0,5/5/2011 13:44,1,185.39999999999998,218,2,1,1,211,Others
14201.0,9/20/2011 10:47,9,688.04,81,4,5,3,453,Loyalists
14204.0,12/7/2011 13:38,1,161.03,2,5,1,1,511,Others
14205.0,3/20/2011 15:07,4,218.78,264,1,4,1,141,Lost Customers
14206.0,4/14/2011 16:38,2,308.26,239,1,2,2,122,Lost Customers
14208.0,9/6/2011 12:48,1,151.74,94,3,1,1,311,Others
14209.0,8/10/2011 16:01,7,2067.13,121,3,5,5,355,Loyalists
14210.0,9/9/2011 12:55,7,1900.89,91,4,5,4,454,Loyalists
14211.0,9/4/2011 10:51,13,2208.3,97,3,5,5,355,Loyalists
14212.0,9/11/2011 12:45,1,1070.48,89,4,1,4,414,Others
14213.0,12/3/2010 9:47,1,-1192.2,372,1,1,1,111,Lost Customers
14214.0,7/6/2011 15:02,7,1000.23,156,2,5,4,254,Loyalists
14215.0,9/23/2011 10:44,7,1777.92,78,4,5,4,454,Loyalists
14216.0,12/6/2011 14:56,4,1839.3,3,5,4,4,544,Others
14217.0,9/26/2011 15:47,24,1925.3600000000001,74,4,5,4,454,Loyalists
14218.0,10/28/2011 10:00,1,169.48000000000002,43,5,1,1,511,Others
14219.0,12/5/2011 16:23,1,89.94,4,5,1,1,511,Others
14220.0,4/6/2011 13:23,2,632.4,247,1,2,3,123,Lost Customers
14221.0,9/20/2011 12:21,10,3427.85,80,4,5,5,455,Loyalists
14222.0,6/15/2011 16:42,1,683.17,177,2,1,3,213,Others
14223.0,9/8/2011 13:38,4,975.23,92,4,4,4,444,Others
14224.0,8/21/2011 13:24,4,1050.12,110,3,4,4,344,Others
14226.0,9/30/2011 11:45,7,2201.64,71,5,5,5,555,VIPs
14227.0,9/15/2011 11:33,15,3315.71,86,4,5,5,455,Loyalists
14229.0,2/21/2011 9:45,5,1450.6,292,1,4,4,144,Lost Customers
14231.0,6/9/2011 11:05,5,822.0600000000001,184,2,4,3,243,Others
14232.0,8/16/2011 12:52,8,2043.93,115,3,5,5,355,Loyalists
14233.0,5/12/2011 10:45,5,1447.51,212,2,4,4,244,Others
14234.0,11/9/2011 15:42,4,775.46,30,5,4,3,543,Others
14235.0,9/25/2011 14:37,6,3093.86,75,4,4,5,445,Others
14236.0,9/20/2011 9:13,2,490.86,81,4,2,3,423,Others
14237.0,12/1/2010 13:20,1,161.0,373,1,1,1,111,Lost Customers
14238.0,1/17/2011 14:40,1,146.85,326,1,1,1,111,Lost Customers
14239.0,9/6/2011 12:38,13,2323.5,94,3,5,5,355,Loyalists
14240.0,4/28/2011 11:40,2,890.34,226,1,2,3,123,Lost Customers
14241.0,6/9/2011 11:46,1,213.70000000000002,184,2,1,1,211,Others
14242.0,4/19/2011 11:46,2,280.55,235,1,2,2,122,Lost Customers
14243.0,9/9/2011 12:53,14,2535.88,91,4,5,5,455,Loyalists
14245.0,6/16/2011 14:33,5,1677.48,176,2,4,4,244,Others
14246.0,8/21/2011 11:50,3,1474.06,111,3,3,4,334,Others
14247.0,3/6/2011 15:21,1,136.77,278,1,1,1,111,Lost Customers
14248.0,1/25/2011 14:45,1,302.58,318,1,1,2,112,Lost Customers
14250.0,9/11/2011 13:44,3,1904.05,89,4,3,4,434,Others
14251.0,12/8/2011 8:32,5,2879.7000000000003,2,5,4,5,545,Others
14256.0,3/30/2011 16:39,3,935.0600000000001,254,1,3,4,134,Lost Customers
14257.0,8/8/2011 15:35,6,3087.27,123,3,4,5,345,Others
14258.0,9/11/2011 10:42,10,12650.08,90,4,5,5,455,Loyalists
14259.0,7/21/2011 10:44,1,120.0,142,2,1,1,211,Others
14261.0,9/22/2011 10:47,2,1163.45,79,4,2,4,424,Others
14262.0,9/16/2011 14:55,8,2618.23,84,4,5,5,455,Loyalists
14264.0,7/8/2011 10:20,3,319.47,155,2,3,2,232,Others
14265.0,8/22/2011 13:32,2,530.18,109,3,2,3,323,Others
14267.0,7/8/2011 13:54,7,1279.09,154,2,5,4,254,Loyalists
14270.0,1/12/2011 9:33,1,492.65000000000003,332,1,1,3,113,Lost Customers
14271.0,4/28/2011 12:47,1,112.32000000000001,225,1,1,1,111,Lost Customers
14272.0,9/27/2011 10:08,2,437.96,74,4,2,2,422,Others
14273.0,7/26/2011 14:56,4,559.97,136,3,4,3,343,Others
14276.0,9/2/2011 9:45,5,1019.39,99,3,4,4,344,Others
14277.0,5/11/2011 13:20,4,3957.0,212,2,4,5,245,Others
14280.0,5/27/2011 10:37,1,134.04,197,2,1,1,211,Others
14282.0,9/19/2011 14:55,15,3729.34,81,4,5,5,455,Loyalists
14284.0,9/21/2011 9:52,3,578.45,80,4,3,3,433,Others
14285.0,9/25/2011 11:38,4,1910.01,76,4,4,4,444,Others
14286.0,9/12/2011 15:35,5,4595.81,88,4,4,5,445,Others
14287.0,6/10/2011 11:15,4,151.23000000000002,183,2,4,1,241,Others
14288.0,5/11/2011 15:17,2,413.85,212,2,2,2,222,Others
14289.0,7/28/2011 10:24,6,911.26,135,3,4,4,344,Others
14290.0,9/19/2011 14:38,6,2307.4500000000003,81,4,4,5,445,Others
14291.0,8/18/2011 6:26,12,3873.3,114,3,5,5,355,Loyalists
14292.0,9/14/2011 16:05,14,4819.33,86,4,5,5,455,Loyalists
14293.0,7/15/2011 15:28,4,1046.56,147,2,4,4,244,Others
14295.0,10/30/2011 15:50,2,154.70000000000002,40,5,2,1,521,Others
14297.0,3/10/2011 8:31,6,1284.06,275,1,4,4,144,Lost Customers
14298.0,9/28/2011 13:32,45,50862.44,72,5,5,5,555,VIPs
14299.0,9/27/2011 16:39,18,2855.35,73,4,5,5,455,Loyalists
14300.0,11/21/2011 8:57,1,43.2,19,5,1,1,511,Others
14301.0,8/24/2011 9:04,2,632.04,108,3,2,3,323,Others
14304.0,5/1/2011 11:50,2,197.1,223,1,2,1,121,Lost Customers
14305.0,9/29/2011 15:29,5,1803.76,71,5,4,4,544,Others
14306.0,9/21/2011 12:32,3,2083.42,79,4,3,5,435,Others
14307.0,9/12/2011 9:38,6,2995.72,89,4,4,5,445,Others
14309.0,9/7/2011 12:50,10,2319.6800000000003,93,3,5,5,355,Loyalists
14311.0,4/28/2011 19:49,2,229.71,225,1,2,1,121,Lost Customers
14312.0,9/9/2011 13:14,6,1611.59,91,4,4,4,444,Others
14314.0,8/25/2011 10:39,1,120.0,107,3,1,1,311,Others
14315.0,8/2/2011 13:31,7,2456.98,129,3,5,5,355,Loyalists
14317.0,10/6/2011 10:44,1,508.58,65,5,1,3,513,Others
14320.0,5/17/2011 9:24,3,343.11,207,2,3,2,232,Others
14321.0,9/27/2011 9:24,5,1530.75,74,4,4,4,444,Others
14323.0,8/17/2011 11:37,4,574.26,115,3,4,3,343,Others
14326.0,4/19/2011 11:08,2,166.85,235,1,2,1,121,Lost Customers
14327.0,6/29/2011 13:58,1,311.65000000000003,163,2,1,2,212,Others
14329.0,8/23/2011 12:18,14,4928.74,108,3,5,5,355,Loyalists
14331.0,8/7/2011 13:17,2,462.66,124,3,2,2,322,Others
